id,manufacturer,dtc,description
2089,honda,P1361,Intermittent Interruption In TDC 1 Sensor Circuit
2090,honda,P1362,No Signal In TDC 1 Sensor Circuit
2091,honda,P1366,Intermittent Interruption In TDC 2 Sensor Circuit
2092,honda,P1367,No Signal In TDC 2 Sensor Circuit
2093,honda,P1381,Cylinder Position Sensor Intermittent Interruption
2094,honda,P1382,Cylinder Position Sensor No Signal
2095,honda,P1456,EVAP Emission Control System Leak Detected (Fuel Tank System)
2096,honda,P1457,EVAP Emission Control System Leak Detected (Control Canister System)
2097,honda,P1459,EVAP Emission Purge Flow Switch Malfunction
2098,honda,P1486,Thermostat Range/Performance Problem
2099,honda,P1491,EGR Valve Lift Insufficient Detected
2100,honda,P1498,EGR Valve Lift Sensor High Voltage
2101,honda,P1508,IAC Valve Circuit Failure
2102,honda,P1509,IAC Valve Circuit Failure
2103,honda,P1519,Idle Air Control Valve Circuit Failure
2104,honda,P1607,ECM/PCM Internal Circuit Failure A
2105,honda,P1655,SEAF/SEFA/TMA/TMB Signal Line Failure
2106,honda,P1656,Automatic Transaxle
2107,honda,P1660,Automatic Transaxle FI Signal A Circuit Failure
2108,honda,P1676,FPTDR Signal Line Failure
2109,honda,P1678,FPTDR Signal Line Failure
2110,honda,P1681,Automatic Transaxle FI Signal A Low Input
2111,honda,P1682,Automatic Transaxle FI Signal A High Input
2112,honda,P1686,Automatic Transaxle FI Signal B Low Input
2113,honda,P1687,Automatic Transaxle FI Signal B High Input
2114,honda,P1705,Automatic Transaxle Concerns
2115,honda,P1706,Automatic Transaxle Concerns
2116,honda,P1738,Automatic Transaxle Concerns
2117,honda,P1739,Automatic Transaxle Concerns
2118,honda,P1753,Automatic Transaxle Concerns
2119,honda,P1758,Automatic Transaxle Concerns
2120,honda,P1768,Automatic Transaxle Concerns
2121,honda,P1773,Automatic Transaxle Concerns
2122,honda,P1785,Automatic Transaxle Concerns
2123,honda,P1786,Automatic Transaxle Concerns
2124,honda,P1790,Automatic Transaxle Concerns
2125,honda,P1791,Automatic Transaxle Concerns
2126,honda,P1792,Automatic Transaxle Concerns
2127,honda,P1793,Automatic Transaxle Concerns
2128,honda,P1794,Automatic Transaxle Concerns
2129,honda,P1870,Automatic Transaxle Concerns
2130,honda,P1873,Automatic Transaxle Concerns
2131,honda,P1879,Automatic Transaxle Concerns
2132,honda,P1885,Automatic Transaxle Concerns
2133,honda,P1886,Automatic Transaxle Concerns
2134,honda,P1888,Automatic Transaxle Concerns
2135,honda,P1890,Automatic Transaxle Concerns
2136,honda,P1891,Automatic Transaxle Concerns
2137,oldsmobile,P1031,HO2S Heater Current Monitor Control Circuit Banks 1 and 2 Sensor 1
2138,oldsmobile,P1032,HO2S Heater Warm Up Control Circuit Banks 1 and 2 Sensor 1
2139,oldsmobile,P1105,Secondary Vacuum Sensor Circuit
2140,oldsmobile,P1106,Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent High Voltage
2141,oldsmobile,P1107,Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent Low Voltage
2142,oldsmobile,P1108,BARO to MAP Sensor Comparison Too High
2143,oldsmobile,P1109,Secondary Port Throttle System
2144,oldsmobile,P1111,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage
2145,oldsmobile,P1112,Intake Air Temperature (IAT) Sensor Circuit IntermittentLow Voltage
2146,oldsmobile,P1113,Intake Resonance Switchover Solenoid Control Circuit
2147,oldsmobile,P1114,Engine Coolant Temperature (ECT) Sensor CircuitIntermittent Low Voltage
2148,oldsmobile,P1115,Engine Coolant Temperature (ECT) Sensor CircuitIntermittent High Voltage
2149,oldsmobile,P1116,ECT Signal Unstable or Intermittent
2150,oldsmobile,P1117,Engine Coolant Temp. Signal Out-Of-Range Low
2151,oldsmobile,P1118,Engine Coolant Temp. Signal Out-Of-Range High
2152,oldsmobile,P1119,ECT Signal Out-Of-Range With TFT Sensor
2153,oldsmobile,P1120,Throttle Position (TP) Sensor 1 Circuit
2154,oldsmobile,P1121,Throttle Position (TP) Sensor Circuit Intermittent HighVoltage
2155,oldsmobile,P1122,Throttle Position (TP) Sensor Circuit Intermittent LowVoltage
2156,oldsmobile,P1125,APP System
2157,oldsmobile,P1130,HO2S Circuit Low Variance Bank 1 Sensor 1
2158,oldsmobile,P1131,HO2S Circuit Low Variance Bank 1 Sensor 2
2159,oldsmobile,P1132,HO2S Circuit Low Variance Bank 2 Sensor 1
2160,oldsmobile,P1133,HO2S Insufficient Switching Bank 1 Sensor 1
2161,oldsmobile,P1134,HO2S Transition Time Ratio Bank 1 Sensor 1
2162,oldsmobile,P1135,HO2S Lean Mean Bank 1 Sensor 1
2163,oldsmobile,P1136,HO2S Rich Mean Bank 1 Sensor 1
2164,oldsmobile,P1137,HO2S Bank 1 Sensor 2 Lean System or Low Voltage
2165,oldsmobile,P1138,HO2S Bank 1 Sensor 2 Rich or High Voltage
2166,oldsmobile,P1139,HO2S Insuff. Switching Bank 1 Sensor 2
2167,oldsmobile,P1140,HO2S Transition Time Ratio Bank 1 Sensor 2
2168,oldsmobile,P1141,HO2S Heater Control Circuit Bank 1 Sensor 2
2169,oldsmobile,P1143,HO2S Bank 1 Sensor 3 Lean System or Low Voltage
2170,oldsmobile,P1144,HO2S Bank 1 Sensor 3 Rich or High Voltage
2171,oldsmobile,P1145,HO2S Cross Counts Bank 1 Sensor 3
2172,oldsmobile,P1153,HO2S Insufficient Switching Bank 2 Sensor 1
2173,oldsmobile,P1154,HO2S Transition Time Ratio Bank 2 Sensor 1
2174,oldsmobile,P1155,HO2S Lean Mean Bank 2 Sensor 1
2175,oldsmobile,P1156,HO2S Rich Mean Bank 2 Sensor 1
2176,oldsmobile,P1157,HO2S Bank 2 Sensor 2 Lean System or Low Voltage
2177,oldsmobile,P1158,HO2S Bank 2 Sensor 2 Rich or High Voltage
2178,oldsmobile,P1159,HO2S Cross Counts Bank 2 Sensor 2
2179,oldsmobile,P1161,HO2S Heater Control Circuit Bank 2 Sensor 2
2180,oldsmobile,P1163,HO2S Bank 2 Sensor 3 Lean System or Low Voltage
2181,oldsmobile,P1164,HO2S Bank 2 Sensor 3 Rich or High Voltage
2182,oldsmobile,P1165,HO2S Cross Counts Bank 2 Sensor 3
2183,oldsmobile,P1170,Bank to Bank Fuel TrimOffset
2184,oldsmobile,P1171,Fuel System Lean During Acceleration
2185,oldsmobile,P1185,Engine Oil Temperature Circuit
2186,oldsmobile,P1186,EOT Circuit Performance
2187,oldsmobile,P1187,EOT Sensor Ckt. Low Voltage
2188,oldsmobile,P1188,EOT Sensor Ckt. High Voltage
2189,oldsmobile,P1189,Engine Oil Pressure (EOP) Switch Circuit
2190,oldsmobile,P1190,Engine Vacuum Leak
2191,oldsmobile,P1191,Intake Air Duct Air Leak
2192,oldsmobile,P1200,Injector Control Circuit
2193,oldsmobile,P1201,(Alt. Fuel) Gas Mass Sensor Circuit Range/Performance
2194,oldsmobile,P1202,(Alt. Fuel) Gas Mass Sensor Circuit Low Frequency
2195,oldsmobile,P1203,(Alt. Fuel) Gas Mass Sensor Circuit High Frequency
2196,oldsmobile,P1211,Mass Air Flow Circuit Intermittent High
2197,oldsmobile,P1212,Mass Air Flow Circuit Intermittent Low
2198,oldsmobile,P1214,Injection Pump Timing Offset
2199,oldsmobile,P1215,Ground Fault Detection Indicated
2200,oldsmobile,P1216,Fuel Solenoid Response Time Too Short
2201,oldsmobile,P1217,Fuel Solenoid Response Time Too Long
2202,oldsmobile,P1218,Injection Pump Calibration Circuit
2203,oldsmobile,P1219,Throttle Position Sensor Reference Voltage
2204,oldsmobile,P1220,Throttle Position (TP) Sensor 2 Circuit
2205,oldsmobile,P1221,Fuel Pump Secondary Circuit Low
2206,oldsmobile,P1222,Injector Control Circuit Intermittent
2207,oldsmobile,P1225,Injector Circuit Cylinder 2 Intermittent
2208,oldsmobile,P1228,Injector Circuit Cylinder 3 Intermittent
2209,oldsmobile,P1231,Injector Circuit Cylinder 4 Intermittent
2210,oldsmobile,P1234,Injector Circuit Cylinder 5 Intermittent
2211,oldsmobile,P1237,Injector Circuit Cylinder 6 Intermittent
2212,oldsmobile,P1240,Injector Circuit Cylinder 7 Intermittent
2213,oldsmobile,P1243,Injector Circuit Cylinder 8 Intermittent
2214,oldsmobile,P1245,Intake Plenum Switchover Valve
2215,oldsmobile,P1250,Early Fuel Evaporation Heater Circuit
2216,oldsmobile,P1257,Supercharger System Overboost
2217,oldsmobile,P1258,Engine Coolant Overtemperature - Protection Mode Active
2218,oldsmobile,P1260,Last Test Failed Failed SCC ENTER:More Info.
2219,oldsmobile,P1270,Accelerator Pedal Position Sensor A/D Converter Error
2220,oldsmobile,P1271,Accelerator Pedal Position (APP) Sensor 1-2 Correlation
2221,oldsmobile,P1272,Accelerator Pedal Position Sensor 2
2222,oldsmobile,P1273,Accelerator Pedal Position Sensor 1
2223,oldsmobile,P1274,Injectors Wired Incorrectly
2224,oldsmobile,P1275,Accelerator Pedal Position (APP) Sensor 1 Circuit
2225,oldsmobile,P1276,Accelerator Pedal Position Sensor 1 Circuit Performance
2226,oldsmobile,P1277,Accelerator Pedal Position Sensor 1 Circuit Low Voltage
2227,oldsmobile,P1278,Accelerator Pedal Position Sensor 1 Circuit High Voltage
2228,oldsmobile,P1280,Accelerator Pedal Position (APP) Sensor 2 Circuit
2229,oldsmobile,P1281,Accelerator Pedal Position Sensor 2 Circuit Performance
2230,oldsmobile,P1282,Accelerator Pedal Position Sensor 2 Circuit Low Voltage
2231,oldsmobile,P1283,Accelerator Pedal Position Sensor 2 Circuit High Voltage
2232,oldsmobile,P1285,Accelerator Pedal Position Sensor 3 Circuit
2233,oldsmobile,P1286,Accelerator Pedal Position Sensor 3 Circuit Performance
2234,oldsmobile,P1287,Accelerator Pedal Position Sensor 3 Circuit Low Voltage
2235,oldsmobile,P1288,Accelerator Pedal Position Sensor 3 Circuit High Voltage
2236,oldsmobile,P1300,Ignitor Circuit
2237,oldsmobile,P1305,Ignition Coil 2 Primary Feedback Circuit
2238,oldsmobile,P1310,Ignition Coil 3 Primary Feedback Circuit
2239,oldsmobile,P1315,Ignition Coil 4 Primary Feedback Circuit
2240,oldsmobile,P1320,IC 4X Reference Circuit Intermittent
2241,oldsmobile,P1321,Electronic Ignition System Fault Line
2242,oldsmobile,P1322,EI System or Ignition Control Extra or Missing
2243,oldsmobile,P1323,IC 24X Reference Circuit Low Frequency
2244,oldsmobile,P1324,Crank RPM Too Low
2245,oldsmobile,P1335,CKP Circuit
2246,oldsmobile,P1336,Crankshaft Position (CKP) System Variation Not Learned
2247,oldsmobile,P1345,Crankshaft Position (CKP)-Camshaft Position (CMP) Correlation
2248,oldsmobile,P1346,Intake Camshaft Position [CMP] Sensor System Performance
2249,oldsmobile,P1350,Ignition Control System
2250,oldsmobile,P1351,Ignition Coil Control Circuit High Voltage
2251,oldsmobile,P1352,IC Output High/Pulse Detected when GND_Cyl. 2
2252,oldsmobile,P1353,IC Output High/Pulse Detected when GND_Cyl. 3
2253,oldsmobile,P1354,IC Output High/Pulse Detected when GND_Cyl. 4
2254,oldsmobile,P1355,IC Output High/Pulse Detected when GND_Cyl. 5
2255,oldsmobile,P1356,IC Output High/Pulse Detected when GND_Cyl. 6
2256,oldsmobile,P1357,IC Output High/Pulse Detected when GND_Cyl. 7
2257,oldsmobile,P1358,IC Output High/Pulse Detected when GND_Cyl. 8
2258,oldsmobile,P1359,Ignition Coil Group 1 Control Circuit
2259,oldsmobile,P1360,Ignition Coil Group 2 Control Circuit
2260,oldsmobile,P1361,Ignition Coil Control Circuit Low Voltage
2261,oldsmobile,P1362,IC Cylinder 2 Not Toggling After Enable
2262,oldsmobile,P1363,IC Cylinder 3 Not Toggling After Enable
2263,oldsmobile,P1364,IC Cylinder 4 Not Toggling After Enable
2264,oldsmobile,P1365,IC Cylinder 5 Not Toggling After Enable
2265,oldsmobile,P1366,IC Cylinder 6 Not Toggling After Enable
2266,oldsmobile,P1367,IC Cylinder 7 Not Toggling After Enable
2267,oldsmobile,P1368,IC Cylinder 8 Not Toggling After Enable
2268,oldsmobile,P1370,IC 4X Reference Circuit Too Many Pulses
2269,oldsmobile,P1371,IC 4X Reference Circuit Too Few Pulses
2270,oldsmobile,P1372,Crankshaft Position (CKP) Sensor A-B Correlation
2271,oldsmobile,P1374,3X Reference Circuit
2272,oldsmobile,P1375,IC 24X Reference Circuit High Voltage
2273,oldsmobile,P1376,Ignition Ground Circuit
2274,oldsmobile,P1377,IC Cam Pulse To 4X Reference Pulse
2275,oldsmobile,P1380,Misfire Detected - Rough Road Data Not Available
2276,oldsmobile,P1381,Misfire Detected - No Communication with Brake ControlModule
2277,oldsmobile,P1390,Wheel Speed Sensor 1 - G - Sensor Circuit
2278,oldsmobile,P1391,Wheel Speed Sensor 1 - G - Sensor Circuit Performance
2279,oldsmobile,P1392,Wheel Speed Sensor 1 - G - Sensor Circuit Low Voltage
2280,oldsmobile,P1393,Wheel Speed Sensor 1 - G - Sensor Circuit High Voltage
2281,oldsmobile,P1394,Wheel Speed Sensor 1 - G - Sensor Circuit Intermittent
2282,oldsmobile,P1395,Wheel Speed Sensor 2 - G - Sensor Circuit
2283,oldsmobile,P1396,Wheel Speed Sensor 2 - G - Sensor Circuit Performance
2284,oldsmobile,P1397,Wheel Speed Sensor 2 - G - Sensor Circuit Low Voltage
2285,oldsmobile,P1398,Wheel Speed Sensor 2 - G - Sensor Circuit High Voltage
2286,oldsmobile,P1399,Wheel Speed Sensor 2 - G - Sensor Circuit Intermittent
2287,oldsmobile,P1403,Exhaust Gas Recirculation System Valve 1
2288,oldsmobile,P1404,Exhaust Gas Recirculation (EGR) Closed PositionPerformance
2289,oldsmobile,P1405,Exhaust Gas Recirculation System Valve 3
2290,oldsmobile,P1406,EGR Valve Pintle Position Circuit
2291,oldsmobile,P1407,EGR Air Intrusion in Exhaust Supply to EGR Valve
2292,oldsmobile,P1408,Intake Manifold Pressure Sensor Circuit
2293,oldsmobile,P1409,EGR Vacuum System Leak
2294,oldsmobile,P1410,Fuel Tank Pressure System
2295,oldsmobile,P1415,Secondary Air Injection (AIR) System Bank 1
2296,oldsmobile,P1416,Secondary Air Injection (AIR) System Bank 2
2297,oldsmobile,P1418,Secondary Air Injection System Relay A Control CircuitHigh
2298,oldsmobile,P1420,Intake Air Low Pressure Switch Circuit Low Voltage
2299,oldsmobile,P1421,Intake Air Low Pressure Switch Circuit High Voltage
2300,oldsmobile,P1423,Intake Air High Pressure Switch Circuit High Voltage
2301,oldsmobile,P1431,Fuel Level Sensor 2 Circuit Performance
2302,oldsmobile,P1432,Fuel Level Sensor 2 Circuit Low Voltage
2303,oldsmobile,P1433,Fuel Level Sensor 2 Circuit High Voltage
2304,oldsmobile,P1441,Evaporative Emission (EVAP) System Flow During Non-Purge
2305,oldsmobile,P1442,EVAP Vacuum Sw. High Voltage During Ign. On
2306,oldsmobile,P1450,Barometric Pressure Sensor Circuit
2307,oldsmobile,P1451,Barometric Press. Sensor Performance
2308,oldsmobile,P1480,Cooling Fan 1 Control Circuit High
2309,oldsmobile,P1483,Engine Cooling System Performance
2310,oldsmobile,P1500,Starter Signal Circuit
2311,oldsmobile,P1502,Theft Deterrent Fuel Enable Signal Not Received
2312,oldsmobile,P1503,Theft Deterrent Fuel Enable Signal Not Correct
2313,oldsmobile,P1504,Vehicle Speed Output Circuit
2314,oldsmobile,P1508,Idle Speed Low - Idle Air Control (IAC) System NotResponding
2315,oldsmobile,P1509,Idle Speed High - Idle Air Control (IAC) System NotResponding
2316,oldsmobile,P1510,Throttle Control System Performance - Throttle LimitationActive
2317,oldsmobile,P1511,Throttle Control System - Backup System Performance
2318,oldsmobile,P1514,Airflow to TP Sensor Correlation High
2319,oldsmobile,P1515,Electronic Throttle System Throttle Position
2320,oldsmobile,P1516,Throttle Actuator Control (TAC) Module Throttle ActuatorPosition Performance
2321,oldsmobile,P1517,Electronic Throttle Module
2322,oldsmobile,P1518,Electronic Throttle Module to PCM Communication
2323,oldsmobile,P1519,Throttle Actuator Control (TAC) Module Internal Circuit
2324,oldsmobile,P1520,Transmission Range Switch Circuit
2325,oldsmobile,P1521,Transmission Engaged at High Throttle Angle
2326,oldsmobile,P1522,Park/Neutral to Drive/Reverse at High RPM
2327,oldsmobile,P1523,Throttle Closed Position Performance
2328,oldsmobile,P1524,Throttle Closed Position Performance
2329,oldsmobile,P1525,Throttle Body ServiceRequired
2330,oldsmobile,P1526,Minimum Throttle Position Not Learned
2331,oldsmobile,P1527,Transmission Range to Pressure Switch Correlation
2332,oldsmobile,P1528,Governor
2333,oldsmobile,P1529,Heated Windshield Request Problem
2334,oldsmobile,P1530,Throttle Actuator Control (TAC) Module Internal Circuit
2335,oldsmobile,P1531,A/C Low Side Temperature Sensor Fault
2336,oldsmobile,P1532,A/C Evaporator Temp. Sens. Ckt. Low Voltage
2337,oldsmobile,P1533,A/C Evaporator Temp. Sens. Ckt. High Voltage
2338,oldsmobile,P1534,A/C High Side Temp. Sensor Low Voltage
2339,oldsmobile,P1535,A/C High Side Temperature Sensor Circuit
2340,oldsmobile,P1536,Engine Coolant Overtemperature - Air Conditioning (A/C)Disabled
2341,oldsmobile,P1537,A/C Request Circuit Low Voltage
2342,oldsmobile,P1538,A/C Request Circuit High Voltage
2343,oldsmobile,P1539,A/C Clutch Status Circuit High Voltage
2344,oldsmobile,P1540,Air Conditioning (A/C) Refrigerant Overpressure - AirConditioning (A/C) Disabled
2345,oldsmobile,P1541,A/C High Side Over Temperature
2346,oldsmobile,P1542,A/C System High Pressure High Temperature
2347,oldsmobile,P1543,A/C System Performance
2348,oldsmobile,P1544,A/C Refrigerant Condition Very Low
2349,oldsmobile,P1545,Air Conditioning (A/C) Clutch Relay Control Circuit
2350,oldsmobile,P1546,A/C Clutch Status Circuit Low Voltage
2351,oldsmobile,P1547,A/C System Performance Degraded
2352,oldsmobile,P1548,A/C Recirculation Circuit
2353,oldsmobile,P1554,Cruise Control Feedback Circuit
2354,oldsmobile,P1555,Electronic Variable Orifice Output
2355,oldsmobile,P1558,Cruise Control Servo Indicates Low
2356,oldsmobile,P1559,Cruise Control Power Management Mode
2357,oldsmobile,P1560,Transaxle Not in Drive - Cruise Control Disabled
2358,oldsmobile,P1561,Cruise Vent Solenoid
2359,oldsmobile,P1562,Cruise Vacuum Solenoid
2360,oldsmobile,P1563,Cruise Vehicle Speed/Set Speed Difference Too High
2361,oldsmobile,P1564,Vehicle Acceleration Too High - Cruise Control Disabled
2362,oldsmobile,P1565,Cruise Servo Position Sensor
2363,oldsmobile,P1566,Engine RPM Too High - Cruise Control Disabled
2364,oldsmobile,P1567,Active Banking Control Active - Cruise Control Disabled
2365,oldsmobile,P1568,Cruise Servo Stroke Greater than Commanded in Cruise
2366,oldsmobile,P1569,Cruise Servo Stroke High While not in Cruise
2367,oldsmobile,P1570,Traction Control Active - Cruise Control Disabled
2368,oldsmobile,P1571,Traction Control Torque Request Circuit
2369,oldsmobile,P1572,ASR Active Circuit Low Too Long
2370,oldsmobile,P1573,PCM/EBTCM Serial Data Circuit
2371,oldsmobile,P1574,Stoplamp Switch Circuit
2372,oldsmobile,P1575,Extended Travel Brake Switch Circuit
2373,oldsmobile,P1576,BBV Sensor Ckt. High Voltage
2374,oldsmobile,P1577,BBV Sensor Ckt. Low Voltage
2375,oldsmobile,P1578,BBV Sensor Ckt. Low Vacuum
2376,oldsmobile,P1579,P/N to D/R at High Throttle Angle - Power Reduction ModeActive
2377,oldsmobile,P1580,Cruise Move Circuit Low Voltage
2378,oldsmobile,P1581,Cruise Move Circuit High Voltage
2379,oldsmobile,P1582,Cruise Direction Circuit Low Voltage
2380,oldsmobile,P1583,Cruise Direction CircuitHigh Voltage
2381,oldsmobile,P1584,Cruise Control Disabled
2382,oldsmobile,P1585,Cruise Control Inhibit Output Circuit
2383,oldsmobile,P1586,Cruise Control Brake Switch 2 Circuit
2384,oldsmobile,P1587,Cruise Control Clutch Control Circuit Low
2385,oldsmobile,P1588,Cruise Control Clutch Control Circuit High
2386,oldsmobile,P1599,Engine Stall or Near Stall Detected
2387,oldsmobile,P1600,TCM Internal Watchdog Operation
2388,oldsmobile,P1601,Serial Comm. Problem With Device 1
2389,oldsmobile,P1602,Knock Sensor (KS) Module Performance
2390,oldsmobile,P1603,Loss of SDM Serial Data
2391,oldsmobile,P1604,Loss of IPC Serial Data
2392,oldsmobile,P1605,Loss of HVAC Serial Data
2393,oldsmobile,P1606,Serial Communication Problem With Device 6
2394,oldsmobile,P1607,Serial Communication Problem With Device 7
2395,oldsmobile,P1608,Serial Communication Problem With Device 8
2396,oldsmobile,P1609,Loss Of TCS Serial Data
2397,oldsmobile,P1610,Loss of PZM Serial Data
2398,oldsmobile,P1611,Loss of CVRTD Serial Data
2399,oldsmobile,P1612,Loss of IPM Serial Data
2400,oldsmobile,P1613,Loss of DIM Serial Data
2401,oldsmobile,P1614,Loss of RIM Serial Data
2402,oldsmobile,P1615,Loss of VTD Serial Data
2403,oldsmobile,P1617,Engine Oil Level Switch Circuit
2404,oldsmobile,P1619,Engine Oil Life Monitor Reset Circuit
2405,oldsmobile,P1620,Low Coolant Circuit
2406,oldsmobile,P1621,Control Module Long Term Memory Performance
2407,oldsmobile,P1622,Cylinder Select
2408,oldsmobile,P1623,Transmission Temp Pull-Up Resistor
2409,oldsmobile,P1624,Customer Snapshot Requested - Data Available
2410,oldsmobile,P1625,TCM System Reset
2411,oldsmobile,P1626,Theft Deterrent Fuel Enable Signal Not Received
2412,oldsmobile,P1627,A/D Performance
2413,oldsmobile,P1628,ECT Pull-Up Resistor
2414,oldsmobile,P1629,Theft Deterrent System - Cranking Signal
2415,oldsmobile,P1630,Theft Deterrent Learn Mode Active
